customer_id,company_name,signup_month,acquisition_channel,segment,plan_code,seat_price,initial_seats,country,industry,is_pre_window,churn_month
CUST-00020,Iron Materials Works,2021-07,inbound_content,SMB,Starter,39.0,8,AU,Apparel,1,
CUST-00021,Ridge Components Ltd,2022-08,paid_search,MidMarket,Scale,88.0,23,DE,Medical Devices,1,
CUST-00022,Northgate Industrial Works,2023-07,events,SMB,Starter,39.0,9,NL,Food & Beverage,1,
CUST-00023,Anchor Hardware Co,2023-07,partner,SMB,Starter,39.0,8,US,Automotive Parts,1,
CUST-00024,Copper Logistics Partners,2023-06,paid_social,SMB,Starter,39.0,7,NL,Automotive Parts,1,2025-09
CUST-00025,Ember Materials Holdings,2021-09,outbound_sdr,SMB,Growth,62.0,8,US,Automotive Parts,1,2023-11
CUST-00026,Halcyon Distribution Co,2021-06,partner,SMB,Growth,62.0,6,US,Automotive Parts,1,2025-06
CUST-00027,Kestrel Medical Supply LLC,2021-09,paid_search,SMB,Starter,39.0,4,AU,Food & Beverage,1,
CUST-00028,Granite Components LLC,2021-11,paid_social,SMB,Starter,39.0,6,SE,3PL,1,
CUST-00029,Vantage Materials Ltd,2023-04,inbound_content,MidMarket,Scale,88.0,19,AU,Industrial Distribution,1,
CUST-00030,Iron Fulfilment Works,2021-06,paid_search,MidMarket,Scale,88.0,10,CA,Food & Beverage,1,
CUST-00031,Dune Industrial Inc,2022-04,events,Enterprise,Enterprise,121.0,25,SE,Medical Devices,1,
CUST-00032,Bright Automotive Works,2021-09,inbound_content,SMB,,39.0,8,GB,Automotive Parts,1,
CUST-00033,Quarry Apparel Ltd,2021-04,partner,SMB,Starter,39.0,7,US,Automotive Parts,1,2025-04
CUST-00034,Northgate Freight Co,2022-04,partner,SMB,Starter,39.0,3,US,Apparel,1,2023-11
CUST-00035,Foundry Automotive Holdings,2023-03,inbound_content,MidMarket,Scale,88.0,16,DE,Chemicals,1,
CUST-00036,Harbor Distribution Group,2022-04,paid_search,SMB,Growth,62.0,8,US,Retail,1,2025-02
CUST-00037,Ember Fulfilment Co,2022-09,inbound_content,MidMarket,Scale,88.0,12,SE,Food & Beverage,1,
CUST-00038,Prairie Industrial Works,2022-02,inbound_content,Enterprise,Enterprise,121.0,17,US,Apparel,1,
CUST-00039,Prairie Industrial Inc,2022-06,paid_search,SMB,Starter,39.0,7,SE,Automotive Parts,1,
CUST-00040,Beacon Medical Supply LLC,2021-06,partner,SMB,Growth,62.0,9,CA,Medical Devices,1,2024-05
CUST-00041,Willow Beverage Co,2023-06,paid_search,SMB,Starter,39.0,8,GB,Medical Devices,1,2025-07
CUST-00042,Beacon Medical Supply Inc,2022-10,paid_search,SMB,Starter,39.0,5,US,Retail,1,2025-01
CUST-00043,Copper Freight LLC,2021-10,outbound_sdr,SMB,Starter,39.0,9,US,Retail,1,
CUST-00044,Cedar Freight LLC,2021-12,partner,SMB,Starter,39.0,8,SE,Medical Devices,1,2025-02
CUST-00045,Summit Automotive Ltd,2022-05,inbound_content,SMB,Starter,39.0,8,US,Apparel,1,
CUST-00046,Orchard Fulfilment LLC,2022-03,paid_search,MidMarket,Scale,88.0,10,NL,Food & Beverage,1,
CUST-00047,Prairie Medical Supply Co,2023-04,partner,SMB,Starter,39.0,5,US,Medical Devices,1,2023-10
CUST-00048,Northgate Fulfilment Co,2022-10,outbound_sdr,SMB,Growth,62.0,7,US,Automotive Parts,1,
CUST-00049,Pioneer Supply LLC,2021-07,paid_search,SMB,Growth,62.0,9,US,3PL,1,2025-05
CUST-00050,Kestrel Components LLC,2023-06,inbound_content,MidMarket,Scale,88.0,19,GB,Chemicals,1,
CUST-00051,Lakeshore Chemicals Holdings,2022-08,paid_social,MidMarket,Scale,88.0,23,NL,Automotive Parts,1,
CUST-00052,Harbor Freight Inc,2022-09,,SMB,Growth,62.0,6,GB,3PL,1,
CUST-00053,Willow Components Inc,2023-02,outbound_sdr,Enterprise,Enterprise,121.0,27,CA,Automotive Parts,1,2025-11
CUST-00054,Orchard Beverage Group,2023-03,paid_search,SMB,Starter,39.0,7,GB,Automotive Parts,1,2023-11
CUST-00055,Meridian Logistics Co,2021-11,outbound_sdr,SMB,Growth,62.0,7,SE,Automotive Parts,1,
CUST-00056,Prairie Apparel Ltd,2021-10,inbound_content,SMB,Starter,39.0,7,US,Medical Devices,1,2026-03
CUST-00057,Vantage Fulfilment Group,2023-01,paid_search,SMB,Growth,62.0,8,NL,Apparel,1,
CUST-00058,Vantage Automotive Co,2021-07,paid_search,SMB,Starter,39.0,5,US,3PL,1,2025-01
CUST-00059,Copper Packaging Co,2022-01,paid_search,MidMarket,Scale,88.0,16,US,Retail,1,
CUST-00060,Beacon Freight Works,2023-01,paid_social,MidMarket,Scale,88.0,15,SE,Automotive Parts,1,2024-09
CUST-00061,Prairie Logistics LLC,2022-07,paid_search,SMB,Starter,39.0,8,GB,Automotive Parts,1,
CUST-00062,Anchor Industrial Group,2022-01,inbound_content,SMB,Starter,39.0,8,US,Food & Beverage,1,
CUST-00063,Vantage Hardware Group,2022-12,inbound_content,Enterprise,Enterprise,121.0,35,US,Medical Devices,1,
CUST-00064,Orchard Paper Inc,2021-05,events,SMB,Starter,39.0,6,SE,Chemicals,1,
CUST-00065,Cedar Beverage Holdings,2022-08,outbound_sdr,SMB,Starter,39.0,7,DE,Industrial Distribution,1,
CUST-00066,Trident Packaging Ltd,2022-07,paid_search,SMB,Starter,39.0,7,DE,Apparel,1,2025-04
CUST-00067,Prairie Materials Inc,2022-07,,MidMarket,Scale,88.0,11,DE,Chemicals,1,
CUST-00068,Granite Beverage Partners,2022-12,events,SMB,Growth,62.0,7,DE,Industrial Distribution,1,2024-01
CUST-00069,Cedar Paper Holdings,2022-09,paid_social,SMB,Growth,62.0,6,NL,3PL,1,
CUST-00070,Foundry Beverage LLC,2022-10,outbound_sdr,SMB,Starter,39.0,9,SE,Food & Beverage,1,2023-12
CUST-00071,Bright Distribution LLC,2022-03,partner,SMB,Growth,62.0,8,NL,Medical Devices,1,2025-05
CUST-00072,Anchor Packaging Partners,2022-12,paid_search,SMB,,39.0,9,US,Apparel,1,
CUST-00073,Pioneer Fulfilment Inc,2023-04,partner,Enterprise,Enterprise,121.0,24,CA,Food & Beverage,1,
CUST-00074,Cedar Components LLC,2022-10,paid_social,MidMarket,Scale,88.0,11,DE,Food & Beverage,1,
CUST-00075,Meridian Automotive Ltd,2022-02,paid_social,SMB,Starter,39.0,9,SE,Industrial Distribution,1,2025-03
CUST-00076,Northgate Wholesale Partners,2021-04,inbound_content,MidMarket,Scale,88.0,20,NL,Retail,1,
CUST-00077,Foundry Materials Holdings,2022-12,paid_search,Enterprise,Enterprise,121.0,15,GB,Automotive Parts,1,
CUST-00078,Lakeshore Beverage Holdings,2022-04,inbound_content,SMB,Growth,62.0,8,AU,Apparel,1,2025-02
CUST-00079,Iron Wholesale Co,2022-08,paid_search,SMB,Starter,39.0,7,US,Food & Beverage,1,
CUST-00080,Bright Fulfilment Ltd,2021-12,inbound_content,SMB,Growth,62.0,6,US,Retail,1,
CUST-00081,Pioneer Logistics Holdings,2022-07,inbound_content,SMB,Growth,62.0,9,AU,Food & Beverage,1,
CUST-00082,Harbor Beverage Works,2021-07,partner,SMB,Starter,39.0,8,US,Chemicals,1,2026-02
CUST-00083,Vantage Chemicals Holdings,2023-01,paid_social,SMB,Starter,39.0,8,NL,Automotive Parts,1,2025-02
CUST-00084,Foundry Logistics Ltd,2022-08,paid_search,SMB,Starter,39.0,7,DE,Chemicals,1,
CUST-00085,Granite Packaging Holdings,2021-09,inbound_content,SMB,Growth,62.0,7,GB,3PL,1,
CUST-00086,Dune Chemicals Group,2022-12,paid_search,MidMarket,Scale,88.0,11,US,3PL,1,
CUST-00087,Quarry Medical Supply Group,2023-08,events,SMB,Starter,39.0,6,US,Industrial Distribution,1,2025-09
CUST-00088,Granite Packaging Inc,2023-06,inbound_content,MidMarket,Scale,88.0,12,US,Food & Beverage,1,
CUST-00089,Ridge Distribution Group,2021-06,events,SMB,Starter,39.0,5,GB,Chemicals,1,
CUST-00090,Beacon Materials Holdings,2021-12,partner,SMB,Growth,62.0,6,US,Retail,1,2025-01
CUST-00091,Vantage Distribution Ltd,2023-03,paid_social,Enterprise,Enterprise,121.0,25,NL,Apparel,1,
CUST-00092,Ridge Logistics Holdings,2023-01,paid_search,SMB,Starter,39.0,7,SE,Food & Beverage,1,2025-11
CUST-00093,Pioneer Paper LLC,2021-12,partner,SMB,,39.0,8,US,Food & Beverage,1,2024-04
CUST-00094,Prairie Materials Group,2022-12,inbound_content,MidMarket,Scale,88.0,10,DE,Apparel,1,2026-06
CUST-00095,Iron Wholesale Works,2021-12,inbound_content,SMB,Starter,39.0,8,US,Automotive Parts,1,
CUST-00096,Kestrel Materials Holdings,2021-10,outbound_sdr,SMB,Starter,39.0,8,US,Automotive Parts,1,
CUST-00097,Quarry Hardware Co,2021-05,inbound_content,SMB,Growth,62.0,8,NL,Food & Beverage,1,2025-02
CUST-00098,Foundry Wholesale Ltd,2021-07,outbound_sdr,MidMarket,Scale,88.0,11,SE,Food & Beverage,1,
CUST-00099,Sterling Distribution Ltd,2023-06,inbound_content,Enterprise,Enterprise,121.0,36,CA,Chemicals,1,
CUST-00100,Sterling Chemicals Group,2022-01,paid_search,SMB,Starter,39.0,8,NL,Food & Beverage,1,
CUST-00101,Summit Components Co,2022-11,events,SMB,Growth,62.0,7,GB,Industrial Distribution,1,
CUST-00102,Ember Foods Works,2021-11,inbound_content,MidMarket,Scale,88.0,10,AU,Apparel,1,
CUST-00103,Orchard Distribution Group,2021-06,paid_search,SMB,Starter,39.0,6,AU,Retail,1,
CUST-00104,Granite Fulfilment Co,2021-11,outbound_sdr,SMB,Starter,39.0,9,US,Retail,1,
CUST-00105,Willow Wholesale Co,2021-11,partner,MidMarket,Scale,88.0,11,SE,Automotive Parts,1,
CUST-00106,Falcon Packaging Ltd,2021-05,paid_search,SMB,Starter,39.0,8,US,3PL,1,2024-09
CUST-00107,Bright Medical Supply Co,2021-12,inbound_content,SMB,Growth,62.0,7,NL,Food & Beverage,1,
CUST-00108,Dune Industrial Group,2022-06,paid_search,SMB,Growth,62.0,6,US,Apparel,1,2024-08
CUST-00109,Orchard Beverage Works,2021-03,inbound_content,SMB,Starter,39.0,6,US,Apparel,1,
CUST-00110,Cedar Hardware Co,2022-10,outbound_sdr,SMB,Starter,39.0,8,US,3PL,1,2024-03
CUST-00111,Bright Distribution Holdings,2021-03,,SMB,Starter,39.0,6,GB,Medical Devices,1,2024-04
CUST-00112,Kestrel Beverage Ltd,2023-08,inbound_content,MidMarket,Scale,88.0,10,GB,Retail,1,2026-01
CUST-00113,Halcyon Packaging LLC,2023-05,inbound_content,SMB,Growth,62.0,6,DE,Chemicals,1,
CUST-00114,Trident Medical Supply Holdings,2022-10,inbound_content,SMB,Starter,39.0,6,US,Industrial Distribution,1,
CUST-00115,Quarry Wholesale Co,2022-05,partner,MidMarket,Scale,88.0,10,CA,Apparel,1,
CUST-00116,Vantage Paper Works,2021-04,paid_search,SMB,Growth,62.0,7,US,Food & Beverage,1,
CUST-00117,Foundry Apparel Co,2021-04,inbound_content,SMB,Starter,39.0,9,US,3PL,1,
CUST-00118,Cedar Freight LLC,2022-12,paid_search,SMB,Starter,39.0,6,NL,Food & Beverage,1,
CUST-00119,Northgate Packaging Ltd,2023-08,inbound_content,MidMarket,Scale,88.0,10,CA,Food & Beverage,1,
CUST-00120,Cedar Beverage Holdings,2023-01,outbound_sdr,SMB,Starter,39.0,9,US,Retail,1,2025-05
CUST-00121,Ember Automotive LLC,2021-06,paid_search,Enterprise,Enterprise,121.0,15,CA,Industrial Distribution,1,
CUST-00122,Dune Materials Co,2023-03,outbound_sdr,SMB,Starter,39.0,6,GB,3PL,1,
CUST-00123,Bluff Medical Supply Works,2022-04,inbound_content,MidMarket,Scale,88.0,17,AU,Automotive Parts,1,
CUST-00124,Harbor Industrial Co,2023-04,paid_search,SMB,Starter,39.0,6,AU,Automotive Parts,1,2024-08
CUST-00125,Ember Logistics Works,2023-05,partner,SMB,Starter,39.0,9,US,Automotive Parts,1,
CUST-00126,Anchor Packaging Works,2021-04,outbound_sdr,SMB,Growth,62.0,9,US,Automotive Parts,1,
CUST-00127,Bright Packaging Ltd,2022-10,paid_search,SMB,Growth,62.0,7,DE,Chemicals,1,
CUST-00128,Sterling Industrial Group,2022-05,partner,SMB,Growth,62.0,7,US,Automotive Parts,1,
CUST-00129,Iron Beverage LLC,2021-10,paid_search,SMB,Starter,39.0,3,US,Automotive Parts,1,
CUST-00130,Ember Hardware LLC,2023-04,outbound_sdr,SMB,Starter,39.0,8,US,Chemicals,1,
CUST-00131,Granite Fulfilment LLC,2021-11,inbound_content,SMB,Starter,39.0,7,NL,Apparel,1,
CUST-00132,Prairie Chemicals Group,2022-07,events,SMB,Starter,39.0,8,DE,Food & Beverage,1,2024-01
CUST-00133,Halcyon Automotive Holdings,2021-03,outbound_sdr,SMB,Growth,62.0,7,US,Industrial Distribution,1,
CUST-00134,Foundry Apparel Inc,2021-12,partner,SMB,Growth,62.0,9,US,Industrial Distribution,1,2023-10
CUST-00135,Dune Distribution LLC,2022-05,events,SMB,Starter,39.0,9,GB,Industrial Distribution,1,
CUST-00136,Harbor Wholesale Works,2022-04,paid_social,SMB,Starter,39.0,7,NL,Food & Beverage,1,
CUST-00137,Anchor Fulfilment Co,2021-12,outbound_sdr,SMB,Starter,39.0,6,CA,Retail,1,
CUST-00138,Anchor Apparel Inc,2023-01,paid_social,SMB,Starter,39.0,5,US,Medical Devices,1,2025-03
CUST-00139,Foundry Packaging Holdings,2021-11,paid_social,SMB,Starter,39.0,7,US,3PL,1,2026-06
CUST-00140,Foundry Freight Ltd,2021-06,paid_social,SMB,Starter,39.0,6,US,Medical Devices,1,
CUST-00141,Foundry Packaging LLC,2022-04,paid_search,MidMarket,Scale,88.0,10,US,Food & Beverage,1,
CUST-00142,Northgate Chemicals Co,2022-10,partner,SMB,Growth,62.0,6,US,3PL,1,2025-08
CUST-00143,Iron Hardware Holdings,2022-11,paid_search,SMB,Starter,39.0,5,DE,Chemicals,1,
CUST-00144,Ridge Supply Works,2021-06,paid_search,SMB,Growth,62.0,7,DE,3PL,1,
CUST-00145,Pioneer Logistics Co,2022-03,inbound_content,SMB,Growth,62.0,7,GB,Food & Beverage,1,2024-07
CUST-00146,Foundry Freight Group,2022-01,inbound_content,MidMarket,Scale,88.0,13,US,Medical Devices,1,
CUST-00147,Anchor Freight Works,2022-07,inbound_content,SMB,Starter,39.0,8,CA,Medical Devices,1,
CUST-00148,Foundry Apparel Inc,2023-08,paid_search,SMB,Starter,39.0,9,NL,Apparel,1,
CUST-00149,Iron Distribution Works,2022-08,events,SMB,Starter,39.0,8,US,Apparel,1,
CUST-00150,Willow Hardware Ltd,2022-05,outbound_sdr,Enterprise,Enterprise,121.0,61,DE,Chemicals,1,
CUST-00151,Ridge Materials Inc,2022-02,paid_search,MidMarket,Scale,88.0,23,US,Industrial Distribution,1,
CUST-00152,Bright Foods Ltd,2023-05,partner,SMB,Starter,39.0,3,US,Retail,1,
CUST-00153,Harbor Components Partners,2021-12,paid_search,SMB,Starter,39.0,7,GB,Apparel,1,2026-08
CUST-00154,Lakeshore Components Works,2022-08,inbound_content,MidMarket,Scale,88.0,10,US,Industrial Distribution,1,2024-12
CUST-00155,Orchard Hardware Works,2021-08,paid_social,SMB,Growth,62.0,8,DE,Apparel,1,2024-05
CUST-00156,Lakeshore Paper Ltd,2023-07,events,SMB,Starter,39.0,4,US,Medical Devices,1,2026-02
CUST-00157,Foundry Components Works,2022-09,paid_social,MidMarket,Scale,88.0,15,DE,Food & Beverage,1,
CUST-00158,Halcyon Fulfilment Co,2022-10,outbound_sdr,SMB,Growth,62.0,6,US,Chemicals,1,
CUST-00159,Anchor Packaging Ltd,2022-07,paid_search,SMB,Starter,39.0,7,SE,3PL,1,2025-02
CUST-00160,Dune Packaging Works,2021-05,inbound_content,MidMarket,Scale,88.0,14,DE,Industrial Distribution,1,2024-05
CUST-00161,Sterling Paper Partners,2021-05,paid_search,SMB,Starter,39.0,5,GB,Medical Devices,1,
CUST-00162,Sterling Medical Supply Holdings,2021-05,,SMB,Growth,62.0,6,US,Medical Devices,1,
CUST-00163,Meridian Freight LLC,2023-01,,SMB,Growth,62.0,6,AU,Retail,1,2025-02
CUST-00164,Vantage Hardware Works,2023-08,paid_search,SMB,Starter,39.0,9,US,Industrial Distribution,1,
CUST-00165,Vantage Beverage Group,2022-02,paid_search,SMB,Starter,39.0,9,US,Apparel,1,
CUST-00166,Prairie Components Partners,2021-04,outbound_sdr,SMB,Starter,39.0,6,AU,Food & Beverage,1,2024-03
CUST-00167,Foundry Industrial Works,2022-08,outbound_sdr,SMB,Growth,62.0,7,DE,3PL,1,2025-02
CUST-00168,Foundry Automotive Group,2021-12,paid_search,SMB,Starter,39.0,9,SE,Retail,1,2025-12
CUST-00169,Bluff Logistics Works,2022-03,inbound_content,Enterprise,Enterprise,121.0,17,US,Retail,1,
CUST-00170,Bluff Automotive Ltd,2021-03,paid_search,SMB,Starter,39.0,4,AU,Food & Beverage,1,2025-04
CUST-00171,Northgate Components Holdings,2021-11,events,SMB,Starter,39.0,9,US,Chemicals,1,
CUST-00172,Kestrel Logistics Inc,2021-08,paid_social,SMB,Starter,39.0,6,US,Retail,1,2024-12
CUST-00173,Harbor Wholesale Inc,2023-03,paid_social,SMB,Starter,39.0,5,AU,Apparel,1,
CUST-00174,Anchor Medical Supply Works,2022-04,partner,SMB,Starter,39.0,7,AU,Industrial Distribution,1,2026-08
CUST-00175,Quarry Hardware Inc,2021-04,paid_social,SMB,Growth,62.0,6,US,Retail,1,
CUST-00176,Halcyon Supply Partners,2022-02,events,SMB,Starter,39.0,5,GB,Retail,1,
CUST-00177,Halcyon Industrial Ltd,2022-11,partner,SMB,Starter,39.0,8,GB,Chemicals,1,2024-04
CUST-00178,Beacon Hardware Co,2021-07,partner,SMB,Starter,39.0,6,US,Apparel,1,
CUST-00179,Meridian Logistics Group,2023-07,,SMB,Starter,39.0,5,US,Industrial Distribution,1,2025-06
CUST-00180,Iron Logistics Partners,2022-10,partner,SMB,Starter,39.0,7,DE,Automotive Parts,1,
CUST-00181,Cedar Foods Works,2022-05,inbound_content,SMB,Starter,39.0,4,US,Apparel,1,2024-10
CUST-00182,Vantage Hardware Works,2023-03,outbound_sdr,SMB,Starter,39.0,7,SE,Automotive Parts,1,
CUST-00183,Ridge Foods Inc,2023-01,paid_search,SMB,Starter,39.0,8,US,Medical Devices,1,
CUST-00184,Falcon Industrial Works,2022-01,paid_search,MidMarket,Scale,88.0,28,US,Apparel,1,
CUST-00185,Iron Foods Ltd,2022-10,inbound_content,SMB,Starter,39.0,6,GB,3PL,1,
CUST-00186,Ember Apparel Works,2022-03,inbound_content,MidMarket,Scale,88.0,15,US,Industrial Distribution,1,
CUST-00187,Willow Materials Ltd,2023-06,paid_social,SMB,Growth,62.0,6,US,Chemicals,1,2025-07
CUST-00188,Foundry Apparel Holdings,2023-08,paid_social,SMB,Starter,39.0,8,US,Chemicals,1,2023-10
CUST-00189,Prairie Apparel Co,2021-04,inbound_content,SMB,Starter,39.0,6,DE,Apparel,1,
CUST-00190,Falcon Industrial Holdings,2022-09,inbound_content,SMB,Starter,39.0,7,US,Chemicals,1,
CUST-00191,Prairie Automotive Inc,2022-09,paid_search,MidMarket,Scale,88.0,13,US,Chemicals,1,
CUST-00192,Vantage Beverage LLC,2022-04,inbound_content,SMB,Starter,39.0,4,AU,Chemicals,1,
CUST-00193,Sterling Automotive Ltd,2021-12,paid_search,SMB,Growth,62.0,6,CA,Chemicals,1,
CUST-00194,Meridian Chemicals Co,2022-01,outbound_sdr,MidMarket,Scale,88.0,19,CA,Retail,1,2026-06
CUST-00195,Trident Logistics Works,2022-10,partner,,Growth,62.0,7,US,Food & Beverage,1,
CUST-00196,Sterling Wholesale Holdings,2021-11,events,SMB,Starter,39.0,6,SE,Automotive Parts,1,2023-11
CUST-00197,Falcon Foods Group,2021-11,paid_search,MidMarket,Scale,88.0,22,CA,Industrial Distribution,1,
CUST-00198,Ember Apparel Holdings,2022-07,paid_search,SMB,Starter,39.0,7,GB,Chemicals,1,2024-08
CUST-00199,Halcyon Foods Co,2022-09,paid_search,MidMarket,Scale,88.0,10,CA,Chemicals,1,2026-03
CUST-00200,Trident Packaging Holdings,2023-04,inbound_content,MidMarket,Scale,88.0,15,NL,Chemicals,1,2025-11
CUST-00201,Falcon Chemicals Inc,2021-05,outbound_sdr,SMB,Starter,39.0,7,NL,Medical Devices,1,
CUST-00202,Foundry Packaging Works,2022-05,,SMB,Starter,39.0,9,NL,Medical Devices,1,2025-05
CUST-00203,Orchard Freight Group,2021-03,partner,SMB,Growth,62.0,10,CA,Industrial Distribution,1,
CUST-00204,Ember Wholesale Inc,2022-05,outbound_sdr,SMB,Starter,39.0,6,NL,Industrial Distribution,1,
CUST-00205,Bluff Supply LLC,2021-03,inbound_content,SMB,Growth,62.0,7,US,Medical Devices,1,2024-02
CUST-00206,Falcon Distribution Partners,2021-08,paid_search,SMB,Growth,62.0,7,US,3PL,1,2024-12
CUST-00207,Ember Components Works,2022-05,partner,SMB,Growth,62.0,7,SE,Medical Devices,1,
CUST-00208,Copper Foods Partners,2021-03,inbound_content,MidMarket,Scale,88.0,16,US,Apparel,1,
CUST-00209,Falcon Fulfilment Co,2021-10,paid_search,SMB,Starter,39.0,5,US,Industrial Distribution,1,
CUST-00210,Pioneer Materials Group,2023-05,partner,MidMarket,Scale,88.0,10,US,3PL,1,
CUST-00211,Bluff Medical Supply Partners,2023-06,inbound_content,SMB,Starter,39.0,5,CA,Chemicals,1,
CUST-00212,Northgate Wholesale Works,2022-01,events,SMB,Starter,39.0,4,US,Retail,1,
CUST-00213,Harbor Fulfilment Co,2022-01,partner,Enterprise,Enterprise,121.0,21,CA,Automotive Parts,1,
CUST-00214,Prairie Packaging Holdings,2021-08,inbound_content,SMB,Starter,39.0,7,SE,Automotive Parts,1,
CUST-00215,Harbor Automotive Group,2022-02,outbound_sdr,SMB,Starter,39.0,8,AU,Apparel,1,
CUST-00216,Granite Materials Inc,2021-07,paid_social,SMB,Growth,62.0,6,US,Industrial Distribution,1,2024-06
CUST-00217,Granite Wholesale Group,2022-07,partner,MidMarket,Scale,88.0,13,CA,3PL,1,
CUST-00218,Anchor Industrial Co,2023-07,paid_search,SMB,Growth,62.0,8,US,Automotive Parts,1,2023-12
CUST-00219,Prairie Chemicals Partners,2021-04,inbound_content,SMB,Starter,39.0,8,AU,3PL,1,
CUST-00220,Granite Industrial Holdings,2022-01,inbound_content,SMB,Starter,39.0,5,AU,Chemicals,1,2023-12
CUST-00221,Summit Beverage Ltd,2022-08,paid_search,MidMarket,Scale,88.0,14,US,Medical Devices,1,2024-10
CUST-00222,Ridge Freight Inc,2021-11,paid_search,SMB,Starter,39.0,6,US,Medical Devices,1,
CUST-00223,Anchor Supply Holdings,2023-01,paid_search,SMB,Starter,39.0,7,CA,Industrial Distribution,1,
CUST-00224,Foundry Chemicals LLC,2022-01,paid_search,MidMarket,Scale,88.0,14,US,Apparel,1,
CUST-00225,Quarry Hardware LLC,2022-11,inbound_content,SMB,Growth,62.0,7,NL,Apparel,1,2024-07
CUST-00226,Summit Foods Co,2022-02,inbound_content,SMB,Starter,39.0,8,US,Chemicals,1,2026-01
CUST-00227,Foundry Fulfilment Group,2021-11,inbound_content,SMB,Starter,39.0,8,AU,Automotive Parts,1,
CUST-00228,Willow Foods Partners,2021-04,events,MidMarket,Scale,88.0,13,SE,Automotive Parts,1,2023-10
CUST-00229,Falcon Foods Works,2021-03,paid_search,SMB,Growth,62.0,6,US,Retail,1,2024-09
CUST-00230,Foundry Distribution Ltd,2021-06,paid_search,SMB,Starter,39.0,7,SE,Automotive Parts,1,
CUST-00231,Willow Supply Holdings,2023-05,partner,SMB,Starter,39.0,5,AU,Automotive Parts,1,
CUST-00232,Prairie Automotive Inc,2021-11,,SMB,Starter,39.0,5,US,Retail,1,2023-10
CUST-00233,Cedar Packaging LLC,2022-09,events,MidMarket,Scale,88.0,19,DE,Industrial Distribution,1,2024-06
CUST-00234,Falcon Components Partners,2021-09,inbound_content,SMB,Growth,62.0,6,GB,Food & Beverage,1,2026-05
CUST-00235,Ridge Medical Supply Inc,2021-04,partner,SMB,Growth,62.0,6,CA,Automotive Parts,1,2026-07
CUST-00236,Halcyon Packaging LLC,2021-10,outbound_sdr,SMB,Growth,62.0,7,US,Food & Beverage,1,2024-10
CUST-00237,Ember Industrial LLC,2022-10,paid_search,MidMarket,Scale,88.0,12,US,Food & Beverage,1,
CUST-00238,Ember Foods LLC,2022-05,partner,SMB,Starter,39.0,9,AU,Medical Devices,1,
CUST-00239,Beacon Medical Supply LLC,2023-05,partner,SMB,Growth,62.0,6,US,Retail,1,2023-12
CUST-00240,Bluff Logistics Inc,2021-04,paid_search,MidMarket,Scale,88.0,10,DE,Chemicals,1,
CUST-00241,Copper Freight Partners,2023-08,paid_social,SMB,Growth,62.0,9,GB,Apparel,1,2025-06
CUST-00242,Summit Industrial Co,2023-04,inbound_content,SMB,Growth,62.0,7,DE,Automotive Parts,1,2024-09
CUST-00243,Copper Materials Group,2023-03,events,SMB,Growth,62.0,8,SE,Industrial Distribution,1,2025-04
CUST-00244,Copper Wholesale LLC,2022-03,inbound_content,SMB,Starter,39.0,8,CA,Automotive Parts,1,
