CustomerKey,MonthKey,Mrr,PriorMrr,Arr,Seats,SeatPrice,MovementType,MovementMrr,MovementArr,TenureMonths,OutlierFlag,IsActive
27,202309,156.0,0.0,1872.0,4,39.0,opening_balance,156.0,1872.0,1,0,1
28,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
29,202309,1672.0,0.0,20064.0,19,88.0,opening_balance,1672.0,20064.0,1,0,1
30,202309,880.0,0.0,10560.0,10,88.0,opening_balance,880.0,10560.0,1,0,1
31,202309,3025.0,0.0,36300.0,25,121.0,opening_balance,3025.0,36300.0,1,0,1
32,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
33,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
34,202309,117.0,0.0,1404.0,3,39.0,opening_balance,117.0,1404.0,1,0,1
35,202309,1408.0,0.0,16896.0,16,88.0,opening_balance,1408.0,16896.0,1,0,1
36,202309,496.0,0.0,5952.0,8,62.0,opening_balance,496.0,5952.0,1,0,1
37,202309,1056.0,0.0,12672.0,12,88.0,opening_balance,1056.0,12672.0,1,0,1
38,202309,2057.0,0.0,24684.0,17,121.0,opening_balance,2057.0,24684.0,1,0,1
39,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
40,202309,558.0,0.0,6696.0,9,62.0,opening_balance,558.0,6696.0,1,0,1
41,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
42,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
43,202309,351.0,0.0,4212.0,9,39.0,opening_balance,351.0,4212.0,1,0,1
44,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
45,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
46,202309,880.0,0.0,10560.0,10,88.0,opening_balance,880.0,10560.0,1,0,1
47,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
48,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
49,202309,558.0,0.0,6696.0,9,62.0,opening_balance,558.0,6696.0,1,0,1
50,202309,1672.0,0.0,20064.0,19,88.0,opening_balance,1672.0,20064.0,1,0,1
51,202309,2024.0,0.0,24288.0,23,88.0,opening_balance,2024.0,24288.0,1,0,1
52,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
53,202309,3267.0,0.0,39204.0,27,121.0,opening_balance,3267.0,39204.0,1,0,1
54,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
55,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
56,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
57,202309,496.0,0.0,5952.0,8,62.0,opening_balance,496.0,5952.0,1,0,1
58,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
59,202309,1408.0,0.0,16896.0,16,88.0,opening_balance,1408.0,16896.0,1,0,1
60,202309,1320.0,0.0,15840.0,15,88.0,opening_balance,1320.0,15840.0,1,0,1
61,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
62,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
63,202309,4235.0,0.0,50820.0,35,121.0,opening_balance,4235.0,50820.0,1,0,1
64,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
65,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
66,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
67,202309,968.0,0.0,11616.0,11,88.0,opening_balance,968.0,11616.0,1,0,1
68,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
69,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
70,202309,351.0,0.0,4212.0,9,39.0,opening_balance,351.0,4212.0,1,0,1
71,202309,496.0,0.0,5952.0,8,62.0,opening_balance,496.0,5952.0,1,0,1
72,202309,351.0,0.0,4212.0,9,39.0,opening_balance,351.0,4212.0,1,0,1
73,202309,2904.0,0.0,34848.0,24,121.0,opening_balance,2904.0,34848.0,1,0,1
74,202309,968.0,0.0,11616.0,11,88.0,opening_balance,968.0,11616.0,1,0,1
75,202309,351.0,0.0,4212.0,9,39.0,opening_balance,351.0,4212.0,1,0,1
76,202309,1760.0,0.0,21120.0,20,88.0,opening_balance,1760.0,21120.0,1,0,1
77,202309,1815.0,0.0,21780.0,15,121.0,opening_balance,1815.0,21780.0,1,0,1
78,202309,496.0,0.0,5952.0,8,62.0,opening_balance,496.0,5952.0,1,0,1
79,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
80,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
81,202309,558.0,0.0,6696.0,9,62.0,opening_balance,558.0,6696.0,1,0,1
82,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
83,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
84,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
85,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
86,202309,968.0,0.0,11616.0,11,88.0,opening_balance,968.0,11616.0,1,0,1
87,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
88,202309,1056.0,0.0,12672.0,12,88.0,opening_balance,1056.0,12672.0,1,0,1
89,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
90,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
91,202309,3025.0,0.0,36300.0,25,121.0,opening_balance,3025.0,36300.0,1,0,1
92,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
93,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
94,202309,880.0,0.0,10560.0,10,88.0,opening_balance,880.0,10560.0,1,0,1
95,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
96,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
97,202309,496.0,0.0,5952.0,8,62.0,opening_balance,496.0,5952.0,1,0,1
98,202309,968.0,0.0,11616.0,11,88.0,opening_balance,968.0,11616.0,1,0,1
99,202309,4356.0,0.0,52272.0,36,121.0,opening_balance,4356.0,52272.0,1,0,1
100,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
101,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
102,202309,880.0,0.0,10560.0,10,88.0,opening_balance,880.0,10560.0,1,0,1
103,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
104,202309,351.0,0.0,4212.0,9,39.0,opening_balance,351.0,4212.0,1,0,1
105,202309,968.0,0.0,11616.0,11,88.0,opening_balance,968.0,11616.0,1,0,1
106,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
107,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
108,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
109,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
110,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
111,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
112,202309,880.0,0.0,10560.0,10,88.0,opening_balance,880.0,10560.0,1,0,1
113,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
114,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
115,202309,880.0,0.0,10560.0,10,88.0,opening_balance,880.0,10560.0,1,0,1
116,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
117,202309,351.0,0.0,4212.0,9,39.0,opening_balance,351.0,4212.0,1,0,1
118,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
119,202309,880.0,0.0,10560.0,10,88.0,opening_balance,880.0,10560.0,1,0,1
120,202309,351.0,0.0,4212.0,9,39.0,opening_balance,351.0,4212.0,1,0,1
121,202309,1815.0,0.0,21780.0,15,121.0,opening_balance,1815.0,21780.0,1,0,1
122,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
123,202309,1496.0,0.0,17952.0,17,88.0,opening_balance,1496.0,17952.0,1,0,1
124,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
125,202309,351.0,0.0,4212.0,9,39.0,opening_balance,351.0,4212.0,1,0,1
126,202309,558.0,0.0,6696.0,9,62.0,opening_balance,558.0,6696.0,1,0,1
127,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
128,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
129,202309,117.0,0.0,1404.0,3,39.0,opening_balance,117.0,1404.0,1,0,1
130,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
131,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
132,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
133,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
134,202309,558.0,0.0,6696.0,9,62.0,opening_balance,558.0,6696.0,1,0,1
135,202309,351.0,0.0,4212.0,9,39.0,opening_balance,351.0,4212.0,1,0,1
136,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
137,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
138,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
139,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
140,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
141,202309,880.0,0.0,10560.0,10,88.0,opening_balance,880.0,10560.0,1,0,1
142,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
143,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
144,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
145,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
146,202309,1144.0,0.0,13728.0,13,88.0,opening_balance,1144.0,13728.0,1,0,1
147,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
148,202309,351.0,0.0,4212.0,9,39.0,opening_balance,351.0,4212.0,1,0,1
149,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
150,202309,7381.0,0.0,88572.0,61,121.0,opening_balance,7381.0,88572.0,1,0,1
151,202309,2024.0,0.0,24288.0,23,88.0,opening_balance,2024.0,24288.0,1,0,1
152,202309,117.0,0.0,1404.0,3,39.0,opening_balance,117.0,1404.0,1,0,1
153,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
154,202309,880.0,0.0,10560.0,10,88.0,opening_balance,880.0,10560.0,1,0,1
155,202309,496.0,0.0,5952.0,8,62.0,opening_balance,496.0,5952.0,1,0,1
156,202309,156.0,0.0,1872.0,4,39.0,opening_balance,156.0,1872.0,1,0,1
157,202309,1320.0,0.0,15840.0,15,88.0,opening_balance,1320.0,15840.0,1,0,1
158,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
159,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
160,202309,1232.0,0.0,14784.0,14,88.0,opening_balance,1232.0,14784.0,1,0,1
161,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
162,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
163,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
164,202309,351.0,0.0,4212.0,9,39.0,opening_balance,351.0,4212.0,1,0,1
165,202309,351.0,0.0,4212.0,9,39.0,opening_balance,351.0,4212.0,1,0,1
166,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
167,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
168,202309,351.0,0.0,4212.0,9,39.0,opening_balance,351.0,4212.0,1,0,1
169,202309,2057.0,0.0,24684.0,17,121.0,opening_balance,2057.0,24684.0,1,0,1
170,202309,156.0,0.0,1872.0,4,39.0,opening_balance,156.0,1872.0,1,0,1
171,202309,351.0,0.0,4212.0,9,39.0,opening_balance,351.0,4212.0,1,0,1
172,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
173,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
174,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
175,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
176,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
177,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
178,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
179,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
180,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
181,202309,156.0,0.0,1872.0,4,39.0,opening_balance,156.0,1872.0,1,0,1
182,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
183,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
184,202309,2464.0,0.0,29568.0,28,88.0,opening_balance,2464.0,29568.0,1,0,1
185,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
186,202309,1320.0,0.0,15840.0,15,88.0,opening_balance,1320.0,15840.0,1,0,1
187,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
188,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
189,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
190,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
191,202309,1144.0,0.0,13728.0,13,88.0,opening_balance,1144.0,13728.0,1,0,1
192,202309,156.0,0.0,1872.0,4,39.0,opening_balance,156.0,1872.0,1,0,1
193,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
194,202309,1672.0,0.0,20064.0,19,88.0,opening_balance,1672.0,20064.0,1,0,1
195,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
196,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
197,202309,1936.0,0.0,23232.0,22,88.0,opening_balance,1936.0,23232.0,1,0,1
198,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
199,202309,880.0,0.0,10560.0,10,88.0,opening_balance,880.0,10560.0,1,0,1
200,202309,1320.0,0.0,15840.0,15,88.0,opening_balance,1320.0,15840.0,1,0,1
201,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
202,202309,351.0,0.0,4212.0,9,39.0,opening_balance,351.0,4212.0,1,0,1
203,202309,620.0,0.0,7440.0,10,62.0,opening_balance,620.0,7440.0,1,0,1
204,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
205,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
206,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
207,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
208,202309,1408.0,0.0,16896.0,16,88.0,opening_balance,1408.0,16896.0,1,0,1
209,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
210,202309,880.0,0.0,10560.0,10,88.0,opening_balance,880.0,10560.0,1,0,1
211,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
212,202309,156.0,0.0,1872.0,4,39.0,opening_balance,156.0,1872.0,1,0,1
213,202309,2541.0,0.0,30492.0,21,121.0,opening_balance,2541.0,30492.0,1,0,1
214,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
215,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
216,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
217,202309,1144.0,0.0,13728.0,13,88.0,opening_balance,1144.0,13728.0,1,0,1
218,202309,496.0,0.0,5952.0,8,62.0,opening_balance,496.0,5952.0,1,0,1
219,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
220,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
221,202309,1232.0,0.0,14784.0,14,88.0,opening_balance,1232.0,14784.0,1,0,1
222,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
223,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
224,202309,1232.0,0.0,14784.0,14,88.0,opening_balance,1232.0,14784.0,1,0,1
225,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
226,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
227,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
228,202309,1144.0,0.0,13728.0,13,88.0,opening_balance,1144.0,13728.0,1,0,1
229,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
230,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
231,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
232,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
233,202309,1672.0,0.0,20064.0,19,88.0,opening_balance,1672.0,20064.0,1,0,1
234,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
235,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
236,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
237,202309,1056.0,0.0,12672.0,12,88.0,opening_balance,1056.0,12672.0,1,0,1
238,202309,351.0,0.0,4212.0,9,39.0,opening_balance,351.0,4212.0,1,0,1
239,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
240,202309,880.0,0.0,10560.0,10,88.0,opening_balance,880.0,10560.0,1,0,1
241,202309,558.0,0.0,6696.0,9,62.0,opening_balance,558.0,6696.0,1,0,1
242,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
243,202309,496.0,0.0,5952.0,8,62.0,opening_balance,496.0,5952.0,1,0,1
244,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
245,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
246,202309,968.0,0.0,11616.0,11,88.0,opening_balance,968.0,11616.0,1,0,1
247,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
248,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
249,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
250,202309,1408.0,0.0,16896.0,16,88.0,opening_balance,1408.0,16896.0,1,0,1
251,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
252,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
253,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
254,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
255,202309,880.0,0.0,10560.0,10,88.0,opening_balance,880.0,10560.0,1,0,1
256,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
257,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
258,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
259,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
260,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
261,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
262,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
263,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
264,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
265,202309,1144.0,0.0,13728.0,13,88.0,opening_balance,1144.0,13728.0,1,0,1
266,202309,1320.0,0.0,15840.0,15,88.0,opening_balance,1320.0,15840.0,1,0,1
267,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
268,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
269,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
270,202309,3146.0,0.0,37752.0,26,121.0,opening_balance,3146.0,37752.0,1,0,1
271,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
272,202309,1232.0,0.0,14784.0,14,88.0,opening_balance,1232.0,14784.0,1,0,1
273,202309,496.0,0.0,5952.0,8,62.0,opening_balance,496.0,5952.0,1,0,1
274,202309,880.0,0.0,10560.0,10,88.0,opening_balance,880.0,10560.0,1,0,1
275,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
276,202309,1144.0,0.0,13728.0,13,88.0,opening_balance,1144.0,13728.0,1,0,1
277,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
278,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
279,202309,1320.0,0.0,15840.0,15,88.0,opening_balance,1320.0,15840.0,1,0,1
280,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
281,202309,880.0,0.0,10560.0,10,88.0,opening_balance,880.0,10560.0,1,0,1
282,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
283,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
284,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
285,202309,156.0,0.0,1872.0,4,39.0,opening_balance,156.0,1872.0,1,0,1
286,202309,156.0,0.0,1872.0,4,39.0,opening_balance,156.0,1872.0,1,0,1
287,202309,234.0,0.0,2808.0,6,39.0,opening_balance,234.0,2808.0,1,0,1
288,202309,1408.0,0.0,16896.0,16,88.0,opening_balance,1408.0,16896.0,1,0,1
289,202309,880.0,0.0,10560.0,10,88.0,opening_balance,880.0,10560.0,1,0,1
290,202309,195.0,0.0,2340.0,5,39.0,opening_balance,195.0,2340.0,1,0,1
291,202309,1232.0,0.0,14784.0,14,88.0,opening_balance,1232.0,14784.0,1,0,1
292,202309,372.0,0.0,4464.0,6,62.0,opening_balance,372.0,4464.0,1,0,1
293,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
294,202309,880.0,0.0,10560.0,10,88.0,opening_balance,880.0,10560.0,1,0,1
295,202309,744.0,0.0,8928.0,12,62.0,opening_balance,744.0,8928.0,1,0,1
296,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
297,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
298,202309,4719.0,0.0,56628.0,39,121.0,opening_balance,4719.0,56628.0,1,0,1
299,202309,1056.0,0.0,12672.0,12,88.0,opening_balance,1056.0,12672.0,1,0,1
300,202309,1672.0,0.0,20064.0,19,88.0,opening_balance,1672.0,20064.0,1,0,1
301,202309,682.0,0.0,8184.0,11,62.0,opening_balance,682.0,8184.0,1,0,1
302,202309,273.0,0.0,3276.0,7,39.0,opening_balance,273.0,3276.0,1,0,1
303,202309,434.0,0.0,5208.0,7,62.0,opening_balance,434.0,5208.0,1,0,1
304,202309,3146.0,0.0,37752.0,26,121.0,opening_balance,3146.0,37752.0,1,0,1
305,202309,312.0,0.0,3744.0,8,39.0,opening_balance,312.0,3744.0,1,0,1
